metric,20_subjects,60_subjects,absolute_change,relative_improvement_percent
same_test_reconstruction_mse,0.5767753502266149,0.5386192340597928,-0.03815611616682202,6.6154207442864
linear_probe_test_accuracy,0.4827586206896552,0.5775862068965517,0.09482758620689652,19.642857142857135
linear_probe_test_macro_f1,0.48260481712756464,0.572213441709942,0.0896086245823774,18.567702062263415
