mask_ratio,20_subject_mse,60_subject_mse,zero_baseline_mse,relative_improvement_percent
0.25,0.49723520728860265,0.46475497271372807,1.0076596872033876,6.532167090900018
0.5,0.5806371049531036,0.5420543316592047,0.9980305199118775,6.644903152893603
0.75,0.7823412714544629,0.7513472859863632,1.0035678370661327,3.961696333682897
